"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"2005"	"2005"	45827	5839077	784.8
	"Arizona"	"04"	"2006"	"2006"	46365	6029141	769.0
	"Arizona"	"04"	"2007"	"2007"	45554	6167681	738.6
	"Arizona"	"04"	"2008"	"2008"	45823	6280362	729.6
	"Arizona"	"04"	"2009"	"2009"	45816	6343154	722.3
	"Arizona"	"04"	"2010"	"2010"	46762	6392017	731.6
	"Arizona"	"04"	"2011"	"2011"	48381	6467163	748.1
	"Arizona"	"04"	"2012"	"2012"	49549	6549634	756.5
	"Arizona"	"04"	"2013"	"2013"	50534	6624617	762.8
	"Arizona"	"04"	"2014"	"2014"	51538	6719993	766.9
	"Arizona"	"04"	"2015"	"2015"	54299	6817565	796.5
	"Arizona"	"04"	"2016"	"2016"	56645	6931071	817.3
"Total"	"Arizona"	"04"			838107	109148430	767.9
	"Arkansas"	"05"	"1999"	"1999"	27925	2651860	1053.0
	"Arkansas"	"05"	"2000"	"2000"	28217	2673400	1055.5
	"Arkansas"	"05"	"2001"	"2001"	27759	2691571	1031.3
	"Arkansas"	"05"	"2002"	"2002"	28513	2705927	1053.7
	"Arkansas"	"05"	"2003"	"2003"	27918	2724816	1024.6
	"Arkansas"	"05"	"2004"	"2004"	27528	2749686	1001.1
	"Arkansas"	"05"	"2005"	"2005"	28055	2781097	1008.8
	"Arkansas"	"05"	"2006"	"2006"	27901	2821761	988.8
	"Arkansas"	"05"	"2007"	"2007"	28191	2848650	989.6
	"Arkansas"	"05"	"2008"	"2008"	29322	2874554	1020.1
	"Arkansas"	"05"	"2009"	"2009"	28673	2896843	989.8
	"Arkansas"	"05"	"2010"	"2010"	28916	2915918	991.7
	"Arkansas"	"05"	"2011"	"2011"	29653	2939493	1008.8
	"Arkansas"	"05"	"2012"	"2012"	30117	2950685	1020.7
	"Arkansas"	"05"	"2013"	"2013"	30437	2958663	1028.7
	"Arkansas"	"05"	"2014"	"2014"	30467	2966912	1026.9
	"Arkansas"	"05"	"2015"	"2015"	31617	2977853	1061.7
	"Arkansas"	"05"	"2016"	"2016"	31756	2988248	1062.7
"Total"	"Arkansas"	"05"			522965	51117937	1023.1
	"California"	"06"	"1999"	"1999"	229380	33499204	684.7
	"California"	"06"	"2000"	"2000"	229551	33871648	677.7
	"California"	"06"	"2001"	"2001"	234044	34479458	678.8
	"California"	"06"	"2002"	"2002"	234565	34871843	672.6
	"California"	"06"	"2003"	"2003"	239371	35253159	679.0
	"California"	"06"	"2004"	"2004"	232525	35574576	653.6
	"California"	"06"	"2005"	"2005"	237037	35827943	661.6
	"California"	"06"	"2006"	"2006"	237126	36021202	658.3
	"California"	"06"	"2007"	"2007"	233720	36250311	644.7
	"California"	"06"	"2008"	"2008"	234766	36604337	641.4
	"California"	"06"	"2009"	"2009"	232736	36961229	629.7
	"California"	"06"	"2010"	"2010"	234012	37253956	628.2
	"California"	"06"	"2011"	"2011"	239942	37676861	636.8
	"California"	"06"	"2012"	"2012"	242554	38011074	638.1
	"California"	"06"	"2013"	"2013"	248359	38335203	647.9
	"California"	"06"	"2014"	"2014"	245929	38680810	635.8
	"California"	"06"	"2015"	"2015"	259206	38993940	664.7
	"California"	"06"	"2016"	"2016"	262240	39250017	668.1
"Total"	"California"	"06"			4307063	657416771	655.1
	"Colorado"	"08"	"1999"	"1999"	27114	4226018	641.6
	"Colorado"	"08"	"2000"	"2000"	27288	4301261	634.4
	"Colorado"	"08"	"2001"	"2001"	28294	4425687	639.3
	"Colorado"	"08"	"2002"	"2002"	29210	4490406	650.5
	"Colorado"	"08"	"2003"	"2003"	29506	4528732	651.5
	"Colorado"	"08"	"2004"	"2004"	28309	4575013	618.8
	"Colorado"	"08"	"2005"	"2005"	29627	4631888	639.6
	"Colorado"	"08"	"2006"	"2006"	29521	4720423	625.4
	"Colorado"	"08"	"2007"	"2007"	29993	4803868	624.4
	"Colorado"	"08"	"2008"	"2008"	31274	4889730	639.6
	"Colorado"	"08"	"2009"	"2009"	31173	4972195	626.9
	"Colorado"	"08"	"2010"	"2010"	31465	5029196	625.6
	"Colorado"	"08"	"2011"	"2011"	32563	5118360	636.2
	"Colorado"	"08"	"2012"	"2012"	33133	5189867	638.4
	"Colorado"	"08"	"2013"	"2013"	33712	5267603	640.0
	"Colorado"	"08"	"2014"	"2014"	35237	5349648	658.7
	"Colorado"	"08"	"2015"	"2015"	36349	5448819	667.1
	"Colorado"	"08"	"2016"	"2016"	37530	5540545	677.4
"Total"	"Colorado"	"08"			561298	87509259	641.4
	"Connecticut"	"09"	"1999"	"1999"	29446	3386401	869.5
	"Connecticut"	"09"	"2000"	"2000"	30129	3405565	884.7
	"Connecticut"	"09"	"2001"	"2001"	29827	3432835	868.9
	"Connecticut"	"09"	"2002"	"2002"	30122	3458749	870.9
	"Connecticut"	"09"	"2003"	"2003"	29627	3484336	850.3
	"Connecticut"	"09"	"2004"	"2004"	29314	3496094	838.5
	"Connecticut"	"09"	"2005"	"2005"	29467	3506956	840.2
	"Connecticut"	"09"	"2006"	"2006"	29260	3517460	831.9
	"Connecticut"	"09"	"2007"	"2007"	28651	3527270	812.3
	"Connecticut"	"09"	"2008"	"2008"	28794	3545579	812.1
	"Connecticut"	"09"	"2009"	"2009"	28585	3561807	802.5
	"Connecticut"	"09"	"2010"	"2010"	28692	3574097	802.8
	"Connecticut"	"09"	"2011"	"2011"	29526	3589893	822.5
	"Connecticut"	"09"	"2012"	"2012"	29316	3593795	815.7
	"Connecticut"	"09"	"2013"	"2013"	29632	3596003	824.0
	"Connecticut"	"09"	"2014"	"2014"	29860	3591873	831.3
	"Connecticut"	"09"	"2015"	"2015"	30535	3584730	851.8
	"Connecticut"	"09"	"2016"	"2016"	30543	3576452	854.0
"Total"	"Connecticut"	"09"			531326	63429895	837.7
	"Delaware"	"10"	"1999"	"1999"	6666	774990	860.1
	"Delaware"	"10"	"2000"	"2000"	6875	783600	877.4
	"Delaware"	"10"	"2001"	"2001"	7112	795699	893.8
	"Delaware"	"10"	"2002"	"2002"	6861	806169	851.1
	"Delaware"	"10"	"2003"	"2003"	7070	818003	864.3
	"Delaware"	"10"	"2004"	"2004"	7143	830803	859.8
	"Delaware"	"10"	"2005"	"2005"	7472	845150	884.1
	"Delaware"	"10"	"2006"	"2006"	7204	859268	838.4
	"Delaware"	"10"	"2007"	"2007"	7327	871749	840.5
	"Delaware"	"10"	"2008"	"2008"	7622	883874	862.3
	"Delaware"	"10"	"2009"	"2009"	7534	891730	844.9
	"Delaware"	"10"	"2010"	"2010"	7706	897934	858.2
	"Delaware"	"10"	"2011"	"2011"	7845	907924	864.1
	"Delaware"	"10"	"2012"	"2012"	7875	916993	858.8
	"Delaware"	"10"	"2013"	"2013"	7967	925395	860.9
	"Delaware"	"10"	"2014"	"2014"	8260	934948	883.5
	"Delaware"	"10"	"2015"	"2015"	8582	944076	909.0
	"Delaware"	"10"	"2016"	"2016"	8874	952065	932.1
"Total"	"Delaware"	"10"			135995	15640370	869.5
	"District of Columbia"	"11"	"1999"	"1999"	6076	570213	1065.6
	"District of Columbia"	"11"	"2000"	"2000"	6001	572059	1049.0
	"District of Columbia"	"11"	"2001"	"2001"	5951	574504	1035.9
	"District of Columbia"	"11"	"2002"	"2002"	5851	573158	1020.8
	"District of Columbia"	"11"	"2003"	"2003"	5573	568502	980.3
	"District of Columbia"	"11"	"2004"	"2004"	5454	567754	960.6
	"District of Columbia"	"11"	"2005"	"2005"	5483	567136	966.8
	"District of Columbia"	"11"	"2006"	"2006"	5344	570681	936.4
	"District of Columbia"	"11"	"2007"	"2007"	5188	574404	903.2
	"District of Columbia"	"11"	"2008"	"2008"	5140	580236	885.8
	"District of Columbia"	"11"	"2009"	"2009"	4834	592228	816.2
	"District of Columbia"	"11"	"2010"	"2010"	4672	601723	776.4
	"District of Columbia"	"11"	"2011"	"2011"	4589	620477	739.6
	"District of Columbia"	"11"	"2012"	"2012"	4650	635327	731.9
	"District of Columbia"	"11"	"2013"	"2013"	4719	649165	726.9
	"District of Columbia"	"11"	"2014"	"2014"	4723	659005	716.7
	"District of Columbia"	"11"	"2015"	"2015"	4871	670377	726.6
	"District of Columbia"	"11"	"2016"	"2016"	5037	681170	739.5
"Total"	"District of Columbia"	"11"			94156	10828119	869.6
	"Florida"	"12"	"1999"	"1999"	163224	15759421	1035.7
	"Florida"	"12"	"2000"	"2000"	164395	15982378	1028.6
	"Florida"	"12"	"2001"	"2001"	167269	16356966	1022.6
	"Florida"	"12"	"2002"	"2002"	167814	16689370	1005.5
	"Florida"	"12"	"2003"	"2003"	168657	17004085	991.9
	"Florida"	"12"	"2004"	"2004"	169008	17415318	970.5
	"Florida"	"12"	"2005"	"2005"	170791	17842038	957.2
	"Florida"	"12"	"2006"	"2006"	170066	18166990	936.1
	"Florida"	"12"	"2007"	"2007"	168096	18367842	915.2
	"Florida"	"12"	"2008"	"2008"	170703	18527305	921.4
	"Florida"	"12"	"2009"	"2009"	169924	18652644	911.0
	"Florida"	"12"	"2010"	"2010"	173791	18801310	924.4
	"Florida"	"12"	"2011"	"2011"	173976	19096952	911.0
	"Florida"	"12"	"2012"	"2012"	177291	19344156	916.5
	"Florida"	"12"	"2013"	"2013"	181112	19582022	924.9
	"Florida"	"12"	"2014"	"2014"	185956	19888741	935.0
	"Florida"	"12"	"2015"	"2015"	191737	20244914	947.1
	"Florida"	"12"	"2016"	"2016"	197313	20612439	957.3
"Total"	"Florida"	"12"			3131123	328334891	953.6
	"Georgia"	"13"	"1999"	"1999"	62028	8045965	770.9
	"Georgia"	"13"	"2000"	"2000"	63870	8186453	780.2
	"Georgia"	"13"	"2001"	"2001"	64485	8377038	769.8
	"Georgia"	"13"	"2002"	"2002"	65449	8508256	769.2
	"Georgia"	"13"	"2003"	"2003"	66478	8622793	771.0
	"Georgia"	"13"	"2004"	"2004"	65818	8769252	750.6
	"Georgia"	"13"	"2005"	"2005"	66736	8925922	747.7
	"Georgia"	"13"	"2006"	"2006"	67808	9155813	740.6
	"Georgia"	"13"	"2007"	"2007"	68331	9349988	730.8
	"Georgia"	"13"	"2008"	"2008"	69640	9504843	732.7
	"Georgia"	"13"	"2009"	"2009"	69712	9620846	724.6
	"Georgia"	"13"	"2010"	"2010"	71263	9687653	735.6
	"Georgia"	"13"	"2011"	"2011"	71248	9811610	726.2
	"Georgia"	"13"	"2012"	"2012"	72847	9914668	734.7
	"Georgia"	"13"	"2013"	"2013"	75088	9984938	752.0
	"Georgia"	"13"	"2014"	"2014"	76887	10087231	762.2
	"Georgia"	"13"	"2015"	"2015"	79942	10199398	783.8
	"Georgia"	"13"	"2016"	"2016"	81428	10310371	789.8
"Total"	"Georgia"	"13"			1259058	167063038	753.6
	"Hawaii"	"15"	"1999"	"1999"	8270	1210300	683.3
	"Hawaii"	"15"	"2000"	"2000"	8290	1211537	684.3
	"Hawaii"	"15"	"2001"	"2001"	8394	1225948	684.7
	"Hawaii"	"15"	"2002"	"2002"	8801	1239613	710.0
	"Hawaii"	"15"	"2003"	"2003"	8978	1251154	717.6
	"Hawaii"	"15"	"2004"	"2004"	9030	1273569	709.0
	"Hawaii"	"15"	"2005"	"2005"	9136	1292729	706.7
	"Hawaii"	"15"	"2006"	"2006"	9432	1309731	720.1
	"Hawaii"	"15"	"2007"	"2007"	9495	1315675	721.7
	"Hawaii"	"15"	"2008"	"2008"	9501	1332213	713.2
	"Hawaii"	"15"	"2009"	"2009"	9914	1346717	736.2
	"Hawaii"	"15"	"2010"	"2010"	9617	1360301	707.0
	"Hawaii"	"15"	"2011"	"2011"	9923	1377864	720.2
	"Hawaii"	"15"	"2012"	"2012"	10274	1391820	738.2
	"Hawaii"	"15"	"2013"	"2013"	10505	1406481	746.9
	"Hawaii"	"15"	"2014"	"2014"	10767	1416349	760.2
	"Hawaii"	"15"	"2015"	"2015"	11053	1425157	775.6
	"Hawaii"	"15"	"2016"	"2016"	10913	1428557	763.9
"Total"	"Hawaii"	"15"			172293	23815715	723.4
	"Idaho"	"16"	"1999"	"1999"	9579	1275674	750.9
	"Idaho"	"16"	"2000"	"2000"	9563	1293953	739.1
	"Idaho"	"16"	"2001"	"2001"	9753	1319962	738.9
	"Idaho"	"16"	"2002"	"2002"	9923	1340372	740.3
	"Idaho"	"16"	"2003"	"2003"	10380	1363380	761.3
	"Idaho"	"16"	"2004"	"2004"	10028	1391802	720.5
	"Idaho"	"16"	"2005"	"2005"	10556	1428241	739.1
	"Idaho"	"16"	"2006"	"2006"	10613	1468669	722.6
	"Idaho"	"16"	"2007"	"2007"	10822	1505105	719.0
	"Idaho"	"16"	"2008"	"2008"	10962	1534320	714.5
	"Idaho"	"16"	"2009"	"2009"	11098	1554439	714.0
	"Idaho"	"16"	"2010"	"2010"	11429	1567582	729.1
	"Idaho"	"16"	"2011"	"2011"	12027	1584143	759.2
	"Idaho"	"16"	"2012"	"2012"	11998	1595911	751.8
	"Idaho"	"16"	"2013"	"2013"	12434	1612011	771.3
	"Idaho"	"16"	"2014"	"2014"	12613	1633532	772.1
	"Idaho"	"16"	"2015"	"2015"	13026	1652828	788.1
	"Idaho"	"16"	"2016"	"2016"	13366	1683140	794.1
"Total"	"Idaho"	"16"			200170	26805064	746.8
	"Illinois"	"17"	"1999"	"1999"	108436	12359020	877.4
	"Illinois"	"17"	"2000"	"2000"	106634	12419293	858.6
	"Illinois"	"17"	"2001"	"2001"	105430	12488445	844.2
	"Illinois"	"17"	"2002"	"2002"	106667	12525556	851.6
	"Illinois"	"17"	"2003"	"2003"	105325	12556006	838.8
	"Illinois"	"17"	"2004"	"2004"	102670	12589773	815.5
	"Illinois"	"17"	"2005"	"2005"	103974	12609903	824.5
	"Illinois"	"17"	"2006"	"2006"	102171	12643955	808.1
	"Illinois"	"17"	"2007"	"2007"	100503	12695866	791.6
	"Illinois"	"17"	"2008"	"2008"	103471	12747038	811.7
	"Illinois"	"17"	"2009"	"2009"	100056	12796778	781.9
	"Illinois"	"17"	"2010"	"2010"	99931	12830632	778.8
	"Illinois"	"17"	"2011"	"2011"	101906	12860012	792.4
	"Illinois"	"17"	"2012"	"2012"	102433	12870798	795.9
	"Illinois"	"17"	"2013"	"2013"	103401	12879505	802.8
	"Illinois"	"17"	"2014"	"2014"	105293	12867544	818.3
	"Illinois"	"17"	"2015"	"2015"	106872	12839047	832.4
	"Illinois"	"17"	"2016"	"2016"	107020	12801539	836.0
"Total"	"Illinois"	"17"			1872193	228380710	819.8
	"Indiana"	"18"	"1999"	"1999"	55303	6044969	914.9
	"Indiana"	"18"	"2000"	"2000"	55469	6080485	912.2
	"Indiana"	"18"	"2001"	"2001"	55198	6127760	900.8
	"Indiana"	"18"	"2002"	"2002"	55396	6155967	899.9
	"Indiana"	"18"	"2003"	"2003"	55968	6196638	903.2
	"Indiana"	"18"	"2004"	"2004"	54211	6233007	869.7
	"Indiana"	"18"	"2005"	"2005"	55675	6278616	886.7
	"Indiana"	"18"	"2006"	"2006"	55622	6332669	878.3
	"Indiana"	"18"	"2007"	"2007"	54000	6379599	846.4
	"Indiana"	"18"	"2008"	"2008"	56752	6424806	883.3
	"Indiana"	"18"	"2009"	"2009"	55973	6459325	866.5
	"Indiana"	"18"	"2010"	"2010"	56743	6483802	875.2
	"Indiana"	"18"	"2011"	"2011"	58202	6516480	893.2
	"Indiana"	"18"	"2012"	"2012"	59332	6537743	907.5
	"Indiana"	"18"	"2013"	"2013"	60716	6569102	924.3
	"Indiana"	"18"	"2014"	"2014"	60940	6595233	924.0
	"Indiana"	"18"	"2015"	"2015"	62713	6612768	948.4
	"Indiana"	"18"	"2016"	"2016"	63473	6633053	956.9
"Total"	"Indiana"	"18"			1031686	114662022	899.8
	"Iowa"	"19"	"1999"	"1999"	28411	2917634	973.8
	"Iowa"	"19"	"2000"	"2000"	28060	2926324	958.9
	"Iowa"	"19"	"2001"	"2001"	27791	2931997	947.9
	"Iowa"	"19"	"2002"	"2002"	27978	2934234	953.5
	"Iowa"	"19"	"2003"	"2003"	28062	2941999	953.8
	"Iowa"	"19"	"2004"	"2004"	26897	2953635	910.6
	"Iowa"	"19"	"2005"	"2005"	27811	2964454	938.1
	"Iowa"	"19"	"2006"	"2006"	27362	2982644	917.4
	"Iowa"	"19"	"2007"	"2007"	27221	2999212	907.6
	"Iowa"	"19"	"2008"	"2008"	28541	3016734	946.1
	"Iowa"	"19"	"2009"	"2009"	27544	3032870	908.2
	"Iowa"	"19"	"2010"	"2010"	27745	3046355	910.8
	"Iowa"	"19"	"2011"	"2011"	28184	3065223	919.5
	"Iowa"	"19"	"2012"	"2012"	28389	3076310	922.8
	"Iowa"	"19"	"2013"	"2013"	28948	3091930	936.2
	"Iowa"	"19"	"2014"	"2014"	29190	3108030	939.2
	"Iowa"	"19"	"2015"	"2015"	29600	3121997	948.1
	"Iowa"	"19"	"2016"	"2016"	29538	3134693	942.3
"Total"	"Iowa"	"19"			507272	54246275	935.1
	"Kansas"	"20"	"1999"	"1999"	24472	2678338	913.7
	"Kansas"	"20"	"2000"	"2000"	24717	2688418	919.4
	"Kansas"	"20"	"2001"	"2001"	24647	2702162	912.1
	"Kansas"	"20"	"2002"	"2002"	25021	2713535	922.1
	"Kansas"	"20"	"2003"	"2003"	24593	2723004	903.2
	"Kansas"	"20"	"2004"	"2004"	23818	2734373	871.1
	"Kansas"	"20"	"2005"	"2005"	24682	2745299	899.1
	"Kansas"	"20"	"2006"	"2006"	24553	2762931	888.7
	"Kansas"	"20"	"2007"	"2007"	24491	2783785	879.8
	"Kansas"	"20"	"2008"	"2008"	24975	2808076	889.4
	"Kansas"	"20"	"2009"	"2009"	24024	2832704	848.1
	"Kansas"	"20"	"2010"	"2010"	24502	2853118	858.8
	"Kansas"	"20"	"2011"	"2011"	25116	2869503	875.3
	"Kansas"	"20"	"2012"	"2012"	25145	2885262	871.5
	"Kansas"	"20"	"2013"	"2013"	25414	2892821	878.5
	"Kansas"	"20"	"2014"	"2014"	25793	2899360	889.6
	"Kansas"	"20"	"2015"	"2015"	26664	2906721	917.3
	"Kansas"	"20"	"2016"	"2016"	26245	2907289	902.7
"Total"	"Kansas"	"20"			448872	50386699	890.9
	"Kentucky"	"21"	"1999"	"1999"	39321	4018053	978.6
	"Kentucky"	"21"	"2000"	"2000"	39504	4041769	977.4
	"Kentucky"	"21"	"2001"	"2001"	39861	4068132	979.8
	"Kentucky"	"21"	"2002"	"2002"	40697	4089875	995.1
	"Kentucky"	"21"	"2003"	"2003"	40241	4117170	977.4
	"Kentucky"	"21"	"2004"	"2004"	38646	4146101	932.1
	"Kentucky"	"21"	"2005"	"2005"	40223	4182742	961.6
	"Kentucky"	"21"	"2006"	"2006"	40102	4219239	950.5
	"Kentucky"	"21"	"2007"	"2007"	40090	4256672	941.8
	"Kentucky"	"21"	"2008"	"2008"	41329	4289878	963.4
	"Kentucky"	"21"	"2009"	"2009"	41380	4317074	958.5
	"Kentucky"	"21"	"2010"	"2010"	41983	4339367	967.5
	"Kentucky"	"21"	"2011"	"2011"	42626	4369354	975.6
	"Kentucky"	"21"	"2012"	"2012"	43664	4384799	995.8
	"Kentucky"	"21"	"2013"	"2013"	43759	4400477	994.4
	"Kentucky"	"21"	"2014"	"2014"	44838	4413057	1016.0
	"Kentucky"	"21"	"2015"	"2015"	46564	4424611	1052.4
	"Kentucky"	"21"	"2016"	"2016"	47827	4436974	1077.9
"Total"	"Kentucky"	"21"			752655	76515344	983.7
	"Louisiana"	"22"	"1999"	"1999"	41238	4460811	924.5
	"Louisiana"	"22"	"2000"	"2000"	41138	4468976	920.5
	"Louisiana"	"22"	"2001"	"2001"	41757	4477875	932.5
	"Louisiana"	"22"	"2002"	"2002"	41984	4497267	933.5
	"Louisiana"	"22"	"2003"	"2003"	42719	4521042	944.9
	"Louisiana"	"22"	"2004"	"2004"	42215	4552238	927.3
	"Louisiana"	"22"	"2005"	"2005"	44355	4576628	969.2
	"Louisiana"	"22"	"2006"	"2006"	40045	4302665	930.7
	"Louisiana"	"22"	"2007"	"2007"	39966	4375581	913.4
	"Louisiana"	"22"	"2008"	"2008"	41220	4435586	929.3
	"Louisiana"	"22"	"2009"	"2009"	40282	4491648	896.8
	"Louisiana"	"22"	"2010"	"2010"	40667	4533372	897.1
	"Louisiana"	"22"	"2011"	"2011"	40890	4575404	893.7
	"Louisiana"	"22"	"2012"	"2012"	42320	4603429	919.3
	"Louisiana"	"22"	"2013"	"2013"	43270	4626402	935.3
	"Louisiana"	"22"	"2014"	"2014"	43869	4647880	943.8
	"Louisiana"	"22"	"2015"	"2015"	43716	4668960	936.3
	"Louisiana"	"22"	"2016"	"2016"	44306	4681666	946.4
"Total"	"Louisiana"	"22"			755957	81497430	927.6
	"Maine"	"23"	"1999"	"1999"	12261	1266808	967.9
	"Maine"	"23"	"2000"	"2000"	12354	1274923	969.0
	"Maine"	"23"	"2001"	"2001"	12421	1285692	966.1
	"Maine"	"23"	"2002"	"2002"	12694	1295960	979.5
	"Maine"	"23"	"2003"	"2003"	12540	1306513	959.8
	"Maine"	"23"	"2004"	"2004"	12443	1313688	947.2
	"Maine"	"23"	"2005"	"2005"	12868	1318787	975.7
	"Maine"	"23"	"2006"	"2006"	12294	1323619	928.8
	"Maine"	"23"	"2007"	"2007"	12493	1327040	941.4
	"Maine"	"23"	"2008"	"2008"	12541	1330509	942.6
	"Maine"	"23"	"2009"	"2009"	12594	1329590	947.2
	"Maine"	"23"	"2010"	"2010"	12750	1328361	959.8
	"Maine"	"23"	"2011"	"2011"	13001	1328231	978.8
	"Maine"	"23"	"2012"	"2012"	12870	1328895	968.5
	"Maine"	"23"	"2013"	"2013"	13547	1329076	1019.3
	"Maine"	"23"	"2014"	"2014"	13510	1330719	1015.2
	"Maine"	"23"	"2015"	"2015"	14479	1329453	1089.1
	"Maine"	"23"	"2016"	"2016"	14182	1331479	1065.1
"Total"	"Maine"	"23"			231842	23679343	979.1
	"Maryland"	"24"	"1999"	"1999"	43089	5254509	820.0
	"Maryland"	"24"	"2000"	"2000"	43753	5296486	826.1
	"Maryland"	"24"	"2001"	"2001"	43839	5374691	815.7
	"Maryland"	"24"	"2002"	"2002"	43970	5440389	808.2
	"Maryland"	"24"	"2003"	"2003"	44499	5496269	809.6
	"Maryland"	"24"	"2004"	"2004"	43232	5546935	779.4
	"Maryland"	"24"	"2005"	"2005"	43892	5592379	784.9
	"Maryland"	"24"	"2006"	"2006"	43582	5627367	774.5
	"Maryland"	"24"	"2007"	"2007"	43757	5653408	774.0
	"Maryland"	"24"	"2008"	"2008"	43892	5684965	772.1
	"Maryland"	"24"	"2009"	"2009"	43843	5730388	765.1
	"Maryland"	"24"	"2010"	"2010"	43325	5773552	750.4
	"Maryland"	"24"	"2011"	"2011"	43745	5843603	748.6
	"Maryland"	"24"	"2012"	"2012"	44477	5889651	755.2
	"Maryland"	"24"	"2013"	"2013"	45689	5931129	770.3
	"Maryland"	"24"	"2014"	"2014"	45867	5967295	768.6
	"Maryland"	"24"	"2015"	"2015"	47247	5994983	788.1
	"Maryland"	"24"	"2016"	"2016"	48824	6016447	811.5
"Total"	"Maryland"	"24"			800522	102114446	783.9
	"Massachusetts"	"25"	"1999"	"1999"	55840	6317345	883.9
	"Massachusetts"	"25"	"2000"	"2000"	56681	6349097	892.7
	"Massachusetts"	"25"	"2001"	"2001"	56754	6397634	887.1
	"Massachusetts"	"25"	"2002"	"2002"	56928	6417206	887.1
	"Massachusetts"	"25"	"2003"	"2003"	56291	6422565	876.5
	"Massachusetts"	"25"	"2004"	"2004"	54511	6412281	850.1
	"Massachusetts"	"25"	"2005"	"2005"	53874	6403290	841.3
	"Massachusetts"	"25"	"2006"	"2006"	53450	6410084	833.8
	"Massachusetts"	"25"	"2007"	"2007"	52917	6431559	822.8
	"Massachusetts"	"25"	"2008"	"2008"	53518	6468967	827.3
	"Massachusetts"	"25"	"2009"	"2009"	52308	6517613	802.6
	"Massachusetts"	"25"	"2010"	"2010"	52583	6547629	803.1
	"Massachusetts"	"25"	"2011"	"2011"	53710	6611923	812.3
	"Massachusetts"	"25"	"2012"	"2012"	53177	6658008	798.7
	"Massachusetts"	"25"	"2013"	"2013"	54567	6706786	813.6
	"Massachusetts"	"25"	"2014"	"2014"	55200	6749911	817.8
	"Massachusetts"	"25"	"2015"	"2015"	57806	6784240	852.1
	"Massachusetts"	"25"	"2016"	"2016"	56961	6811779	836.2
"Total"	"Massachusetts"	"25"			987076	117417917	840.7
	"Michigan"	"26"	"1999"	"1999"	87232	9897116	881.4
	"Michigan"	"26"	"2000"	"2000"	86953	9938444	874.9
	"Michigan"	"26"	"2001"	"2001"	86424	9991120	865.0
	"Michigan"	"26"	"2002"	"2002"	87795	10015710	876.6
	"Michigan"	"26"	"2003"	"2003"	86728	10041152	863.7
